posc_code,posc_name,erm_name,prj
32154,NAD83 / Wisconsin South,NAD83/L2WISSM,NAD_1983_StatePlane_Wisconsin_South_FIPS_4803
32155,NAD83 / Wyoming East,NAD83/TMWYOEM,NAD_1983_StatePlane_Wyoming_East_FIPS_4901
32156,NAD83 / Wyoming East Central,NAD83/TMWYOECM,NAD_1983_StatePlane_Wyoming_East_Central_FIPS_4902
32158,NAD83 / Wyoming West,NAD83/TMWYOWM,NAD_1983_StatePlane_Wyoming_West_FIPS_4904
32157,NAD83 / Wyoming West Central,NAD83/TMWYOWCM,NAD_1983_StatePlane_Wyoming_West_Central_FIPS_4903
26812,NAD Michigan / Michigan Central,NADMICHIGAN/MICHIGAN_CS27_CENTRAL_ZONE,NAD_Michigan_StatePlane_Michigan_Central_FIPS_2112
26801,NAD Michigan / Michigan East,NAD27/TMMICHEF,NAD_Michigan_StatePlane_Michigan_East_Old_FIPS_2101
26811,NAD Michigan / Michigan North,NADMICHIGAN/MICHIGAN_CS27_NORTH_ZONE,NAD_Michigan_StatePlane_Michigan_North_FIPS_2111
26802,NAD Michigan / Michigan Old Central,NAD27/TMMICHCF,NAD_Michigan_StatePlane_Michigan_Central_Old_FIPS_2102
26813,NAD Michigan / Michigan South,NADMICHIGAN/MICHIGAN_CS27_SOUTH_ZONE,NAD_Michigan_StatePlane_Michigan_South_FIPS_2113
26803,NAD Michigan / Michigan West,NAD27/TMMICHWF,NAD_Michigan_StatePlane_Michigan_West_Old_FIPS_2103
4270,Nahrwan 1967,NAHRWAN_1967/GEODETIC,GCS_Nahrwan_1967
27038,Nahrwan 1967 / UTM zone 38N,NAHRWAN_1967/UTM_ZONE_38N,Nahrwan_1967_UTM_Zone_38N
27039,Nahrwan 1967 / UTM zone 39N,NAHRWAN_1967/UTM_ZONE_39N,Nahrwan_1967_UTM_Zone_39N
27040,Nahrwan 1967 / UTM zone 40N,NAHRWAN_1967/UTM_ZONE_40N,Nahrwan_1967_UTM_Zone_40N
4158,Naparima 1955,NAPARIMA_1955/GEODETIC,GCS_Naparima_1955
2067,Naparima 1955 / UTM zone 20N,NAPARIMA_1955/UTM_ZONE_20N,Naparima_1955_UTM_Zone_20N
4271,Naparima 1972,NAPARIMA_1972/GEODETIC,GCS_Naparima_1972
27120,Naparima 1972 / UTM zone 20N,NAPARIMA_1972/UTM_ZONE_20N,Naparima_1972_UTM_Zone_20N
4902,NDG (Paris),NDGPARIS/GEODETIC,GCS_Nord_de_Guerre_Paris
4318,NGN,NGN/GEODETIC,GCS_NGN
31838,NGN / UTM zone 38N,NGN/UTM_ZONE_38N,NGN_UTM_Zone_38N
31839,NGN / UTM zone 39N,NGN/UTM_ZONE_39N,NGN_UTM_Zone_39N
4273,NGO 1948,NGO1948/GEODETIC,GCS_NGO_1948
4817,NGO 1948 (Oslo),NGO1948_OSLO/GEODETIC,GCS_NGO_1948_Oslo
27391,NGO 1948 (Oslo) / NGO zone I,NGO1948_OSLO/NGO_ZONE_I,NGO_1948_Oslo_Norway_Zone_1
27392,NGO 1948 (Oslo) / NGO zone II,NGO1948_OSLO/NGO_ZONE_II,NGO_1948_Oslo_Norway_Zone_2
27393,NGO 1948 (Oslo) / NGO zone III,NGO1948_OSLO/NGO_ZONE_III,NGO_1948_Oslo_Norway_Zone_3
27394,NGO 1948 (Oslo) / NGO zone IV,NGO1948_OSLO/NGO_ZONE_IV,NGO_1948_Oslo_Norway_Zone_4
27395,NGO 1948 (Oslo) / NGO zone V,NGO1948_OSLO/NGO_ZONE_V,NGO_1948_Oslo_Norway_Zone_5
27396,NGO 1948 (Oslo) / NGO zone VI,NGO1948_OSLO/NGO_ZONE_VI,NGO_1948_Oslo_Norway_Zone_6
27397,NGO 1948 (Oslo) / NGO zone VII,NGO1948_OSLO/NGO_ZONE_VII,NGO_1948_Oslo_Norway_Zone_7
27398,NGO 1948 (Oslo) / NGO zone VIII,NGO1948_OSLO/NGO_ZONE_VIII,NGO_1948_Oslo_Norway_Zone_8
4307,Nord Sahara 1959,NORD_SAHARA_1959/GEODETIC,GCS_Nord_Sahara_1959
4819,Nord Sahara 1959 (Paris),NORD_SAHARA_1959_PARIS/GEODETIC,GCS_Nord_Sahara_1959_Paris
30729,Nord Sahara 1959 / UTM zone 29N,NORD_SAHARA_1959/UTM_ZONE_29N,Nord_Sahara_1959_UTM_Zone_29N
30730,Nord Sahara 1959 / UTM zone 30N,NORD_SAHARA_1959/UTM_ZONE_30N,Nord_Sahara_1959_UTM_Zone_30N
30731,Nord Sahara 1959 / UTM zone 31N,NORD_SAHARA_1959/UTM_ZONE_31N,Nord_Sahara_1959_UTM_Zone_31N
30732,Nord Sahara 1959 / UTM zone 32N,NORD_SAHARA_1959/UTM_ZONE_32N,Nord_Sahara_1959_UTM_Zone_32N
4276,NSWC 9Z-2,NSWC_9Z_2/GEODETIC,GCS_NSWC_9Z_2
4275,NTF,NTF/GEODETIC,GCS_NTF
27572,NTF / LambertIIet,NTF/LambertIIet,Lambert_II_Carto
4807,NTF (Paris),NOUVELLE_TRIANGULATION_FRANCAISE_PARIS/GEODETIC,GCS_NTF_Paris
4171,RGF93,RGF93/GEODETIC,GCS_RGF_1993
2154,RGF93 / Lambert-93,RGF93_Lambert93,RGF_1993_Lambert_93
3942,RGF93 / CC42,RGF93_CC42,RGF_1993_CC42
3943,RGF93 / CC43,RGF93_CC43,RGF_1993_CC43
3944,RGF93 / CC44,RGF93_CC44,RGF_1993_CC44
3945,RGF93 / CC45,RGF93_CC45,RGF_1993_CC45
3946,RGF93 / CC46,RGF93_CC46,RGF_1993_CC46
3947,RGF93 / CC47,RGF93_CC47,RGF_1993_CC47
3948,RGF93 / CC48,RGF93_CC48,RGF_1993_CC48
3949,RGF93 / CC49,RGF93_CC49,RGF_1993_CC49
3950,RGF93 / CC50,RGF93_CC50,RGF_1993_CC50
4167,NZGD2000,NZGD2000/GEODETIC,GCS_NZGD_2000
2193,NZGD2000 / New Zealand Transverse Mercator 2000,NZGD2000/NZTM,NZGD_2000_New_Zealand_Transverse_Mercator
2133,NZGD2000 / UTM zone 58S,NZGD2000/SUTM58,NZGD_2000_UTM_Zone_58S
2134,NZGD2000 / UTM zone 59S,NZGD2000/SUTM59,NZGD_2000_UTM_Zone_59S
2135,NZGD2000 / UTM zone 60S,NZGD2000/SUTM60,NZGD_2000_UTM_Zone_60S
4272,NZGD49,NZGD49/GEODETIC,GCS_New_Zealand_1949
27200,NZGD49 / New Zealand Map Grid,NZGD49/NZMG,NZGD_1949_New_Zealand_Map_Grid
27258,NZGD49 / UTM zone 58S,NZGD49/SUTM58,NZGD_1949_UTM_Zone_58S
27259,NZGD49 / UTM zone 59S,NZGD49/SUTM59,NZGD_1949_UTM_Zone_59S
27260,NZGD49 / UTM zone 60S,NZGD49/SUTM60,NZGD_1949_UTM_Zone_60S
4129,Observatario,OBSERVATARIO/GEODETIC,GCS_Observatario
4135,Old Hawaiian,OLDHAWAIIAN/GEODETIC,GCS_Old_Hawaiian
3561,Old Hawaiian / Hawaii zone 1,OLDHAWAIIAN/HAWAII_CS27_ZONE_1,Old_Hawaiian_StatePlane_Hawaii_1_FIPS_5101
3562,Old Hawaiian / Hawaii zone 2,OLDHAWAIIAN/HAWAII_CS27_ZONE_2,Old_Hawaiian_StatePlane_Hawaii_2_FIPS_5102
3563,Old Hawaiian / Hawaii zone 3,OLDHAWAIIAN/HAWAII_CS27_ZONE_3,Old_Hawaiian_StatePlane_Hawaii_3_FIPS_5103
3564,Old Hawaiian / Hawaii zone 4,OLDHAWAIIAN/HAWAII_CS27_ZONE_4,Old_Hawaiian_StatePlane_Hawaii_4_FIPS_5104
3565,Old Hawaiian / Hawaii zone 5,OLDHAWAIIAN/HAWAII_CS27_ZONE_5,Old_Hawaiian_StatePlane_Hawaii_5_FIPS_5105
4277,OSGB 1936,OSGB_1936/GEODETIC,GCS_OSGB_1936
27700,OSGB 1936 / British National Grid,OSGB36/TMOSGB,British_National_Grid
4278,OSGB70,OSGB70/GEODETIC,GCS_OSGB_1970_SN
4279,OS(SN)80,OS_SN_80/GEODETIC,GCS_OS_SN_1980
4280,Padang,PADANG/GEODETIC,GCS_Padang_1884
4808,Padang (Jakarta),PADANG_1884_JAKARTA/GEODETIC,GCS_Padang_1884_Jakarta
4281,Palestine 1923,PALESTINE_1923/GEODETIC,GCS_Palestine_1923
28192,Palestine 1923 / Palestine Belt,PALESTINE_1923/PALESTINE_BELT,Palestine_1923_Palestine_Belt
4161,Pampa del Castillo,PAMPA_DEL_CASTILLO/GEODETIC,GCS_Pampa_del_Castillo
2082,Pampa del Castillo / Argentina zone 2,PAMPA_DEL_CASTILLO/ARGENTINA_ZONE_2,Pampa_del_Castillo_Argentina_2
4134,PDO Survey Datum 1993,PSD93/GEODETIC,GCS_PDO_1993
4282,Pointe Noire,POINTE_NOIRE/GEODETIC,GCS_Pointe_Noire
28232,Pointe Noire / UTM zone 32S,POINTE_NOIRE/UTM_ZONE_32S,Pointe_Noire_UTM_Zone_32S
4248,PSAD56,PSAD56/GEODETIC,GCS_Provisional_S_American_1956
24892,PSAD56 / Peru central zone,PSAD56/TMPERUC,Peru_Central_Zone
24893,PSAD56 / Peru east zone,PSAD56/TMPERUE,Peru_East_Zone
24891,PSAD56 / Peru west zone,PSAD56/TMPERUW,Peru_West_Zone
24877,PSAD56 / UTM zone 17S,PSAD56/SUTM17,PSAD_1956_UTM_Zone_17S
24818,PSAD56 / UTM zone 18N,PSAD56/NUTM18,PSAD_1956_UTM_Zone_18N
24878,PSAD56 / UTM zone 18S,PSAD56/SUTM18,PSAD_1956_UTM_Zone_18S
24819,PSAD56 / UTM zone 19N,PSAD56/NUTM19,PSAD_1956_UTM_Zone_19N
24879,PSAD56 / UTM zone 19S,PSAD56/SUTM19,PSAD_1956_UTM_Zone_19S
24820,PSAD56 / UTM zone 20N,PSAD56/NUTM20,PSAD_1956_UTM_Zone_20N
24880,PSAD56 / UTM zone 20S,PSAD56/SUTM20,PSAD_1956_UTM_Zone_20S
24821,PSAD56 / UTM zone 21N,PSAD56/NUTM21,PSAD_1956_UTM_Zone_21N
24882,PSAD56 / UTM zone 22S,PSAD56/UTM_ZONE_22S,PSAD_1956_UTM_Zone_22S
3439,PSD93 / UTM zone 39N,PSD93/UTM_ZONE_39N,PDO_1993_UTM_Zone_39N
3440,PSD93 / UTM zone 40N,PSD93/UTM_ZONE_40N,PDO_1993_UTM_Zone_40N
4139,Puerto Rico,PUERTO_RICO/GEODETIC,GCS_Puerto_Rico
3991,Puerto Rico State Plane CS of 1927,PUERTO_RICO/PUERTO_RICO_CS27,Puerto_Rico_StatePlane_Puerto_Rico_FIPS_5201
3992,Puerto Rico / St. Croix,PUERTO_RICO/ST._CROIX_CS27,Puerto_Rico_StatePlane_Virgin_Islands_St_Croix_FIPS_5202
3920,Puerto Rico / UTM zone 20N,PUERTO_RICO/UTM_ZONE_20N,Puerto_Rico_UTM_Zone_20N
4284,Pulkovo 1942,PULKOVO_1942/GEODETIC,GCS_Pulkovo_1942
28470,Pulkovo 1942 / Gauss-Kruger 10N,PULKOVO_1942/GAUSS_KRUGER_10N,Pulkovo_1942_GK_Zone_10N
28471,Pulkovo 1942 / Gauss-Kruger 11N,PULKOVO_1942/GAUSS_KRUGER_11N,Pulkovo_1942_GK_Zone_11N
28472,Pulkovo 1942 / Gauss-Kruger 12N,PULKOVO_1942/GAUSS_KRUGER_12N,Pulkovo_1942_GK_Zone_12N
28473,Pulkovo 1942 / Gauss-Kruger 13N,PULKOVO_1942/GAUSS_KRUGER_13N,Pulkovo_1942_GK_Zone_13N
28474,Pulkovo 1942 / Gauss-Kruger 14N,PULKOVO_1942/GAUSS_KRUGER_14N,Pulkovo_1942_GK_Zone_14N
28475,Pulkovo 1942 / Gauss-Kruger 15N,PULKOVO_1942/GAUSS_KRUGER_15N,Pulkovo_1942_GK_Zone_15N
28476,Pulkovo 1942 / Gauss-Kruger 16N,PULKOVO_1942/GAUSS_KRUGER_16N,Pulkovo_1942_GK_Zone_16N
28477,Pulkovo 1942 / Gauss-Kruger 17N,PULKOVO_1942/GAUSS_KRUGER_17N,Pulkovo_1942_GK_Zone_17N
28478,Pulkovo 1942 / Gauss-Kruger 18N,PULKOVO_1942/GAUSS_KRUGER_18N,Pulkovo_1942_GK_Zone_18N
28479,Pulkovo 1942 / Gauss-Kruger 19N,PULKOVO_1942/GAUSS_KRUGER_19N,Pulkovo_1942_GK_Zone_19N
28480,Pulkovo 1942 / Gauss-Kruger 20N,PULKOVO_1942/GAUSS_KRUGER_20N,Pulkovo_1942_GK_Zone_20N
28481,Pulkovo 1942 / Gauss-Kruger 21N,PULKOVO_1942/GAUSS_KRUGER_21N,Pulkovo_1942_GK_Zone_21N
28482,Pulkovo 1942 / Gauss-Kruger 22N,PULKOVO_1942/GAUSS_KRUGER_22N,Pulkovo_1942_GK_Zone_22N
28483,Pulkovo 1942 / Gauss-Kruger 23N,PULKOVO_1942/GAUSS_KRUGER_23N,Pulkovo_1942_GK_Zone_23N
28484,Pulkovo 1942 / Gauss-Kruger 24N,PULKOVO_1942/GAUSS_KRUGER_24N,Pulkovo_1942_GK_Zone_24N
28485,Pulkovo 1942 / Gauss-Kruger 25N,PULKOVO_1942/GAUSS_KRUGER_25N,Pulkovo_1942_GK_Zone_25N
28486,Pulkovo 1942 / Gauss-Kruger 26N,PULKOVO_1942/GAUSS_KRUGER_26N,Pulkovo_1942_GK_Zone_26N
28487,Pulkovo 1942 / Gauss-Kruger 27N,PULKOVO_1942/GAUSS_KRUGER_27N,Pulkovo_1942_GK_Zone_27N
28488,Pulkovo 1942 / Gauss-Kruger 28N,PULKOVO_1942/GAUSS_KRUGER_28N,Pulkovo_1942_GK_Zone_28N
28489,Pulkovo 1942 / Gauss-Kruger 29N,PULKOVO_1942/GAUSS_KRUGER_29N,Pulkovo_1942_GK_Zone_29N
28462,Pulkovo 1942 / Gauss-Kruger 2N,PULKOVO_1942/GAUSS_KRUGER_2N,Pulkovo_1942_GK_Zone_2N
28490,Pulkovo 1942 / Gauss-Kruger 30N,PULKOVO_1942/GAUSS_KRUGER_30N,Pulkovo_1942_GK_Zone_30N
28491,Pulkovo 1942 / Gauss-Kruger 31N,PULKOVO_1942/GAUSS_KRUGER_31N,Pulkovo_1942_GK_Zone_31N
28492,Pulkovo 1942 / Gauss-Kruger 32N,PULKOVO_1942/GAUSS_KRUGER_32N,Pulkovo_1942_GK_Zone_32N
28463,Pulkovo 1942 / Gauss-Kruger 3N,PULKOVO_1942/GAUSS_KRUGER_3N,Pulkovo_1942_GK_Zone_3N
28464,Pulkovo 1942 / Gauss-Kruger 4N,PULKOVO_1942/GAUSS_KRUGER_4N,Pulkovo_1942_GK_Zone_4N
28465,Pulkovo 1942 / Gauss-Kruger 5N,PULKOVO_1942/GAUSS_KRUGER_5N,Pulkovo_1942_GK_Zone_5N
28466,Pulkovo 1942 / Gauss-Kruger 6N,PULKOVO_1942/GAUSS_KRUGER_6N,Pulkovo_1942_GK_Zone_6N
28467,Pulkovo 1942 / Gauss-Kruger 7N,PULKOVO_1942/GAUSS_KRUGER_7N,Pulkovo_1942_GK_Zone_7N
28468,Pulkovo 1942 / Gauss-Kruger 8N,PULKOVO_1942/GAUSS_KRUGER_8N,Pulkovo_1942_GK_Zone_8N
28469,Pulkovo 1942 / Gauss-Kruger 9N,PULKOVO_1942/GAUSS_KRUGER_9N,Pulkovo_1942_GK_Zone_9N
28410,Pulkovo 1942 / Gauss-Kruger zone 10,PULKOVO_1942/GAUSS_KRUGER_ZONE_10,Pulkovo_1942_GK_Zone_10
28411,Pulkovo 1942 / Gauss-Kruger zone 11,PULKOVO_1942/GAUSS_KRUGER_ZONE_11,Pulkovo_1942_GK_Zone_11
28412,Pulkovo 1942 / Gauss-Kruger zone 12,PULKOVO_1942/GAUSS_KRUGER_ZONE_12,Pulkovo_1942_GK_Zone_12
28413,Pulkovo 1942 / Gauss-Kruger zone 13,PULKOVO_1942/GAUSS_KRUGER_ZONE_13,Pulkovo_1942_GK_Zone_13
28414,Pulkovo 1942 / Gauss-Kruger zone 14,PULKOVO_1942/GAUSS_KRUGER_ZONE_14,Pulkovo_1942_GK_Zone_14
28415,Pulkovo 1942 / Gauss-Kruger zone 15,PULKOVO_1942/GAUSS_KRUGER_ZONE_15,Pulkovo_1942_GK_Zone_15
28416,Pulkovo 1942 / Gauss-Kruger zone 16,PULKOVO_1942/GAUSS_KRUGER_ZONE_16,Pulkovo_1942_GK_Zone_16
28417,Pulkovo 1942 / Gauss-Kruger zone 17,PULKOVO_1942/GAUSS_KRUGER_ZONE_17,Pulkovo_1942_GK_Zone_17
28418,Pulkovo 1942 / Gauss-Kruger zone 18,PULKOVO_1942/GAUSS_KRUGER_ZONE_18,Pulkovo_1942_GK_Zone_18
28419,Pulkovo 1942 / Gauss-Kruger zone 19,PULKOVO_1942/GAUSS_KRUGER_ZONE_19,Pulkovo_1942_GK_Zone_19
28402,Pulkovo 1942 / Gauss-Kruger zone 2,PULKOVO_1942/GAUSS_KRUGER_ZONE_2,Pulkovo_1942_GK_Zone_2
28420,Pulkovo 1942 / Gauss-Kruger zone 20,PULKOVO_1942/GAUSS_KRUGER_ZONE_20,Pulkovo_1942_GK_Zone_20
28421,Pulkovo 1942 / Gauss-Kruger zone 21,PULKOVO_1942/GAUSS_KRUGER_ZONE_21,Pulkovo_1942_GK_Zone_21
28422,Pulkovo 1942 / Gauss-Kruger zone 22,PULKOVO_1942/GAUSS_KRUGER_ZONE_22,Pulkovo_1942_GK_Zone_22
28423,Pulkovo 1942 / Gauss-Kruger zone 23,PULKOVO_1942/GAUSS_KRUGER_ZONE_23,Pulkovo_1942_GK_Zone_23
28424,Pulkovo 1942 / Gauss-Kruger zone 24,PULKOVO_1942/GAUSS_KRUGER_ZONE_24,Pulkovo_1942_GK_Zone_24
28425,Pulkovo 1942 / Gauss-Kruger zone 25,PULKOVO_1942/GAUSS_KRUGER_ZONE_25,Pulkovo_1942_GK_Zone_25
28426,Pulkovo 1942 / Gauss-Kruger zone 26,PULKOVO_1942/GAUSS_KRUGER_ZONE_26,Pulkovo_1942_GK_Zone_26
28427,Pulkovo 1942 / Gauss-Kruger zone 27,PULKOVO_1942/GAUSS_KRUGER_ZONE_27,Pulkovo_1942_GK_Zone_27
28428,Pulkovo 1942 / Gauss-Kruger zone 28,PULKOVO_1942/GAUSS_KRUGER_ZONE_28,Pulkovo_1942_GK_Zone_28
28429,Pulkovo 1942 / Gauss-Kruger zone 29,PULKOVO_1942/GAUSS_KRUGER_ZONE_29,Pulkovo_1942_GK_Zone_29
28403,Pulkovo 1942 / Gauss-Kruger zone 3,PULKOVO_1942/GAUSS_KRUGER_ZONE_3,Pulkovo_1942_GK_Zone_3
28430,Pulkovo 1942 / Gauss-Kruger zone 30,PULKOVO_1942/GAUSS_KRUGER_ZONE_30,Pulkovo_1942_GK_Zone_30
28431,Pulkovo 1942 / Gauss-Kruger zone 31,PULKOVO_1942/GAUSS_KRUGER_ZONE_31,Pulkovo_1942_GK_Zone_31
28432,Pulkovo 1942 / Gauss-Kruger zone 32,PULKOVO_1942/GAUSS_KRUGER_ZONE_32,Pulkovo_1942_GK_Zone_32
28404,Pulkovo 1942 / Gauss-Kruger zone 4,PULKOVO_1942/GAUSS_KRUGER_ZONE_4,Pulkovo_1942_GK_Zone_4
28405,Pulkovo 1942 / Gauss-Kruger zone 5,PULKOVO_1942/GAUSS_KRUGER_ZONE_5,Pulkovo_1942_GK_Zone_5
28406,Pulkovo 1942 / Gauss-Kruger zone 6,PULKOVO_1942/GAUSS_KRUGER_ZONE_6,Pulkovo_1942_GK_Zone_6
28407,Pulkovo 1942 / Gauss-Kruger zone 7,PULKOVO_1942/GAUSS_KRUGER_ZONE_7,Pulkovo_1942_GK_Zone_7
28408,Pulkovo 1942 / Gauss-Kruger zone 8,PULKOVO_1942/GAUSS_KRUGER_ZONE_8,Pulkovo_1942_GK_Zone_8
28409,Pulkovo 1942 / Gauss-Kruger zone 9,PULKOVO_1942/GAUSS_KRUGER_ZONE_9,Pulkovo_1942_GK_Zone_9
4200,Pulkovo 1995,PULKOVO_1995/GEODETIC,GCS_Pulkovo_1995
20070,Pulkovo 1995 / Gauss-Kruger 10N,PULKOVO_1995/GAUSS_KRUGER_10N,Pulkovo_1995_GK_Zone_10N
20071,Pulkovo 1995 / Gauss-Kruger 11N,PULKOVO_1995/GAUSS_KRUGER_11N,Pulkovo_1995_GK_Zone_11N
20072,Pulkovo 1995 / Gauss-Kruger 12N,PULKOVO_1995/GAUSS_KRUGER_12N,Pulkovo_1995_GK_Zone_12N
20073,Pulkovo 1995 / Gauss-Kruger 13N,PULKOVO_1995/GAUSS_KRUGER_13N,Pulkovo_1995_GK_Zone_13N
20074,Pulkovo 1995 / Gauss-Kruger 14N,PULKOVO_1995/GAUSS_KRUGER_14N,Pulkovo_1995_GK_Zone_14N
20075,Pulkovo 1995 / Gauss-Kruger 15N,PULKOVO_1995/GAUSS_KRUGER_15N,Pulkovo_1995_GK_Zone_15N
20076,Pulkovo 1995 / Gauss-Kruger 16N,PULKOVO_1995/GAUSS_KRUGER_16N,Pulkovo_1995_GK_Zone_16N
20077,Pulkovo 1995 / Gauss-Kruger 17N,PULKOVO_1995/GAUSS_KRUGER_17N,Pulkovo_1995_GK_Zone_17N
20078,Pulkovo 1995 / Gauss-Kruger 18N,PULKOVO_1995/GAUSS_KRUGER_18N,Pulkovo_1995_GK_Zone_18N
20079,Pulkovo 1995 / Gauss-Kruger 19N,PULKOVO_1995/GAUSS_KRUGER_19N,Pulkovo_1995_GK_Zone_19N
20080,Pulkovo 1995 / Gauss-Kruger 20N,PULKOVO_1995/GAUSS_KRUGER_20N,Pulkovo_1995_GK_Zone_20N
20081,Pulkovo 1995 / Gauss-Kruger 21N,PULKOVO_1995/GAUSS_KRUGER_21N,Pulkovo_1995_GK_Zone_21N
20082,Pulkovo 1995 / Gauss-Kruger 22N,PULKOVO_1995/GAUSS_KRUGER_22N,Pulkovo_1995_GK_Zone_22N
20083,Pulkovo 1995 / Gauss-Kruger 23N,PULKOVO_1995/GAUSS_KRUGER_23N,Pulkovo_1995_GK_Zone_23N
20084,Pulkovo 1995 / Gauss-Kruger 24N,PULKOVO_1995/GAUSS_KRUGER_24N,Pulkovo_1995_GK_Zone_24N
20085,Pulkovo 1995 / Gauss-Kruger 25N,PULKOVO_1995/GAUSS_KRUGER_25N,Pulkovo_1995_GK_Zone_25N
20086,Pulkovo 1995 / Gauss-Kruger 26N,PULKOVO_1995/GAUSS_KRUGER_26N,Pulkovo_1995_GK_Zone_26N
20087,Pulkovo 1995 / Gauss-Kruger 27N,PULKOVO_1995/GAUSS_KRUGER_27N,Pulkovo_1995_GK_Zone_27N
20088,Pulkovo 1995 / Gauss-Kruger 28N,PULKOVO_1995/GAUSS_KRUGER_28N,Pulkovo_1995_GK_Zone_28N
20089,Pulkovo 1995 / Gauss-Kruger 29N,PULKOVO_1995/GAUSS_KRUGER_29N,Pulkovo_1995_GK_Zone_29N
20090,Pulkovo 1995 / Gauss-Kruger 30N,PULKOVO_1995/GAUSS_KRUGER_30N,Pulkovo_1995_GK_Zone_30N
20091,Pulkovo 1995 / Gauss-Kruger 31N,PULKOVO_1995/GAUSS_KRUGER_31N,Pulkovo_1995_GK_Zone_31N
20092,Pulkovo 1995 / Gauss-Kruger 32N,PULKOVO_1995/GAUSS_KRUGER_32N,Pulkovo_1995_GK_Zone_32N
20064,Pulkovo 1995 / Gauss-Kruger 4N,PULKOVO_1995/GAUSS_KRUGER_4N,Pulkovo_1995_GK_Zone_4N
20065,Pulkovo 1995 / Gauss-Kruger 5N,PULKOVO_1995/GAUSS_KRUGER_5N,Pulkovo_1995_GK_Zone_5N
20066,Pulkovo 1995 / Gauss-Kruger 6N,PULKOVO_1995/GAUSS_KRUGER_6N,Pulkovo_1995_GK_Zone_6N
20067,Pulkovo 1995 / Gauss-Kruger 7N,PULKOVO_1995/GAUSS_KRUGER_7N,Pulkovo_1995_GK_Zone_7N
20068,Pulkovo 1995 / Gauss-Kruger 8N,PULKOVO_1995/GAUSS_KRUGER_8N,Pulkovo_1995_GK_Zone_8N
20069,Pulkovo 1995 / Gauss-Kruger 9N,PULKOVO_1995/GAUSS_KRUGER_9N,Pulkovo_1995_GK_Zone_9N
20010,Pulkovo 1995 / Gauss-Kruger zone 10,PULKOVO_1995/GAUSS_KRUGER_ZONE_10,Pulkovo_1995_GK_Zone_10
20011,Pulkovo 1995 / Gauss-Kruger zone 11,PULKOVO_1995/GAUSS_KRUGER_ZONE_11,Pulkovo_1995_GK_Zone_11
20012,Pulkovo 1995 / Gauss-Kruger zone 12,PULKOVO_1995/GAUSS_KRUGER_ZONE_12,Pulkovo_1995_GK_Zone_12
20013,Pulkovo 1995 / Gauss-Kruger zone 13,PULKOVO_1995/GAUSS_KRUGER_ZONE_13,Pulkovo_1995_GK_Zone_13
20014,Pulkovo 1995 / Gauss-Kruger zone 14,PULKOVO_1995/GAUSS_KRUGER_ZONE_14,Pulkovo_1995_GK_Zone_14
20015,Pulkovo 1995 / Gauss-Kruger zone 15,PULKOVO_1995/GAUSS_KRUGER_ZONE_15,Pulkovo_1995_GK_Zone_15
20016,Pulkovo 1995 / Gauss-Kruger zone 16,PULKOVO_1995/GAUSS_KRUGER_ZONE_16,Pulkovo_1995_GK_Zone_16
20017,Pulkovo 1995 / Gauss-Kruger zone 17,PULKOVO_1995/GAUSS_KRUGER_ZONE_17,Pulkovo_1995_GK_Zone_17
20018,Pulkovo 1995 / Gauss-Kruger zone 18,PULKOVO_1995/GAUSS_KRUGER_ZONE_18,Pulkovo_1995_GK_Zone_18
20019,Pulkovo 1995 / Gauss-Kruger zone 19,PULKOVO_1995/GAUSS_KRUGER_ZONE_19,Pulkovo_1995_GK_Zone_19
20020,Pulkovo 1995 / Gauss-Kruger zone 20,PULKOVO_1995/GAUSS_KRUGER_ZONE_20,Pulkovo_1995_GK_Zone_20
20021,Pulkovo 1995 / Gauss-Kruger zone 21,PULKOVO_1995/GAUSS_KRUGER_ZONE_21,Pulkovo_1995_GK_Zone_21
20022,Pulkovo 1995 / Gauss-Kruger zone 22,PULKOVO_1995/GAUSS_KRUGER_ZONE_22,Pulkovo_1995_GK_Zone_22
20023,Pulkovo 1995 / Gauss-Kruger zone 23,PULKOVO_1995/GAUSS_KRUGER_ZONE_23,Pulkovo_1995_GK_Zone_23
20024,Pulkovo 1995 / Gauss-Kruger zone 24,PULKOVO_1995/GAUSS_KRUGER_ZONE_24,Pulkovo_1995_GK_Zone_24
20025,Pulkovo 1995 / Gauss-Kruger zone 25,PULKOVO_1995/GAUSS_KRUGER_ZONE_25,Pulkovo_1995_GK_Zone_25
20026,Pulkovo 1995 / Gauss-Kruger zone 26,PULKOVO_1995/GAUSS_KRUGER_ZONE_26,Pulkovo_1995_GK_Zone_26
20027,Pulkovo 1995 / Gauss-Kruger zone 27,PULKOVO_1995/GAUSS_KRUGER_ZONE_27,Pulkovo_1995_GK_Zone_27
20028,Pulkovo 1995 / Gauss-Kruger zone 28,PULKOVO_1995/GAUSS_KRUGER_ZONE_28,Pulkovo_1995_GK_Zone_28
20029,Pulkovo 1995 / Gauss-Kruger zone 29,PULKOVO_1995/GAUSS_KRUGER_ZONE_29,Pulkovo_1995_GK_Zone_29
20030,Pulkovo 1995 / Gauss-Kruger zone 30,PULKOVO_1995/GAUSS_KRUGER_ZONE_30,Pulkovo_1995_GK_Zone_30
20031,Pulkovo 1995 / Gauss-Kruger zone 31,PULKOVO_1995/GAUSS_KRUGER_ZONE_31,Pulkovo_1995_GK_Zone_31
